id,Price
0,2847.9149450983186
1,5759.00665317127
2,9656.600038859748
3,3960.9598669631177
4,1663.0761993360065
5,6391.900987333954
6,4682.612622334201
7,4201.938943166736
8,5224.859074153695
9,15163.948416472149
10,4375.278747124862
11,817.9399134966408
12,3020.9184316108413
13,1610.0661139283654
14,2527.363577626487
15,1201.2709021134467
16,1493.0532946517756
17,3858.1186834553955
18,4044.3741500494293
19,892.3004730498767
20,2088.9279120904857
21,5186.456437539751
22,4173.109550042226
23,583.3896966029192
24,14886.690746568076
25,1021.1588338431081
26,588.7785190976289
27,987.026469357988
28,1672.329725307622
29,878.9246359375815
30,10762.066399579904
31,546.9528456590284
32,4207.437874336595
33,714.2694350579732
34,634.9209472991279
35,2521.6407851172476
36,6116.283353958071
37,2627.1473435429416
38,2675.553766786996
39,743.4458840013378
40,504.42991042622185
41,8836.415116383525
42,867.4076954637515
43,1763.581919162515
44,10175.770232443256
45,2406.227457112093
46,972.7565743616162
47,761.4939537779716
48,1164.5252858023066
49,2871.642545150614
50,600.3101560504841
51,4572.463702768129
52,2954.595171806797
53,7308.119002783616
54,5360.751671574761
55,2170.8769999881533
56,9019.13228859166
57,2338.361232279442
58,4336.526137339755
59,2707.416958298473
60,1223.3407345842456
61,524.2663608397021
62,7034.981153613006
63,1059.902094875747
64,8521.68993927776
65,17366.103238869473
66,959.0044725607648
67,12206.08497195341
68,5504.903730239687
69,9676.365982903775
70,458.2718103180539
71,727.144041684975
72,773.6212076813799
73,1269.2212972787381
74,5121.550217769856
75,1909.2809079560132
76,8362.718086682122
77,13753.750666620143
78,2783.865228829166
79,6567.629293179463
80,11111.717932790225
81,2075.2363231238137
82,14756.069895853208
83,6605.836068359539
84,906.4182648098326
85,7826.049107625776
86,1059.5065009701036
87,12987.454738517561
88,8927.857979475784
89,15411.894679121091
90,4992.033078564635
91,1268.5729874265294
92,1015.2777024288167
93,827.3381505230278
94,18363.47517653031
95,767.1964952244197
96,14152.015111004486
97,15086.007620239609
98,12572.838470384118
99,714.4720616017298
100,2503.0960859906654
101,646.0598800842592
102,641.5686267951761
103,383.9137784663687
104,1103.0798782678303
105,1695.8226651556477
106,1320.215158829733
107,697.8339679574623
108,1207.9000541604587
109,683.467603264139
110,619.8177637982715
111,1029.5902412113019
112,1915.8391933782252
113,1654.8176382850768
114,1272.6091103339982
115,5251.869990040977
116,5120.797249164219
117,15651.289883608739
118,447.295766446615
119,16901.841654498934
120,1398.5501920428903
121,1730.4757622221387
122,1159.955755456302
123,547.4030173682061
124,633.4982176936096
125,1341.9184314861309
126,1133.271210601142
127,13043.362316873216
128,5515.309947451118
129,5092.022713114026
130,6339.082932839906
131,3042.046992901736
132,6666.943835684815
133,1052.9921932081527
